3.55,8,321,1
3.55,8,321,0
3.43,7,306,4
4,7,310,3
4,7,310,3
3.73,7,0,3
3.73,7,0,0
3.99,7.5,337,0
3.99,7.5,337,3
3.99,7.5,337,1
3.99,7.5,337,0
3.43,7.5,309,0
3.63,6.5,301,3
3.63,6.5,301,3
3.63,6.5,301,3
3.6,7,308,5
3.9,7,310,4
3.9,7,310,3
3.9,7,310,3
3.27,6.5,0,5
3.27,6.5,0,2
3.27,6.5,0,3
3.27,6.5,0,4
3.27,6.5,0,4
3.52,7.5,0,4
3.67,7,301,5
3.36,7,0,1
3.62,7.5,320,4
3.2,6.5,303,4
3.2,6.5,303,2
3.2,6.5,303,3
3.2,6.5,303,5
3.3,7.5,305,2
3.15,8,316,0
3.15,8,316,3
3.15,8,316,4
3.15,8,316,1
3.15,8,316,1
3.5,7,0,3
3.5,7,0,0
3.5,7,0,0
3.5,7,0,0
3.5,7,0,1
3.5,7,0,1
3.5,7,0,3
3.57,6.5,296,4
3.57,6.5,296,5
3.57,6.5,296,3
3.57,6.5,296,1
3.57,6.5,296,5
3.49,7.5,307,3
3.49,7.5,307,5
3.49,7.5,307,2
3.49,7.5,307,1
3.49,7.5,307,2
3.65,7,314,5
3.65,7,314,5
3.65,7,314,4
3.65,7,317,3
3.65,7,317,0
3.65,7,317,5
3.31,7,313,5
3.31,7,313,3
3.29,6.5,315,5
3.29,6.5,315,5
3.29,6.5,315,4
3.52,7,306,1
3.52,7,306,4
3.52,7,306,3
3.52,7,306,4
3.6,7,324,1
3.39,0,314,4
3.39,0,314,2
3.39,0,314,5
3.39,7,305,3
3.39,7,305,1
3.39,7,305,5
3.42,7,310,3
3.42,7,310,5
3.42,7,310,3
3.42,7,310,3
3.29,7.5,319,1
3.29,7.5,319,1
3.29,7.5,319,1
3.29,7.5,319,2
3.29,7.5,319,2
3.06,7,331,3
3.06,7,331,5
3.06,7,331,3
3.06,7,331,1
3.06,7,331,3
3.06,7,331,3
3.62,7,313,3
3.85,6.5,310,0
3.45,7.5,308,5
3.45,7.5,308,2
3.45,7.5,308,0
3.45,7.5,308,3
3.11,6.5,318,0
3.11,6.5,318,3
3.11,6.5,318,5
3.11,6.5,318,5
3.15,8,316,3
3.15,8,316,3
3.15,8,316,3
3.15,8,316,3
3.15,8,316,3
3.61,7.5,304,4
3.61,7.5,304,3
3.61,7.5,304,5
3.61,7.5,304,1
3.61,7.5,304,3
3.61,7.5,304,3
3.61,7.5,304,3
3.61,7.5,304,4
3.61,7.5,304,5
3.83,8,327,0
3.41,7.5,315,0
2.98,7,305,4
3.84,7.5,320,1
3.84,7.5,320,4
3.65,7,314,1
3.65,7,314,2
3.65,7,314,1
3.65,7,314,4
3.65,7,314,3
3.74,7.5,215,1
3.74,7.5,215,1
3.64,8,310,3
3.64,8,310,0
3.64,8,310,0
3.81,8,318,1
3.71,6.5,315,2
3.46,6.5,312,3
2.93,0,308,2
3.81,7.5,322,0
3.81,7.5,322,1
3.81,7.5,322,0
3.08,7.5,319,3
3.95,7,312,4
3.95,7,312,5
3.58,8.5,325,1
3.58,8.5,325,1
3.58,8.5,325,2
3.82,7,315,2
3.82,7,315,4
3.29,6.5,315,4
3.29,6.5,315,5
3.59,7.5,317,2
3.59,7.5,317,3
3.59,7.5,317,2
3.85,6.5,315,3
3.13,7,308,2
3.13,7,308,0
3.13,7,308,4
3.6,6.5,314,2
3.6,6.5,314,2
3.93,7.5,320,0
3.5,8,314,0
3.81,6.5,317,3
3.4,7.5,330,3
3.87,7.5,298,0
3.59,7.5,0,2
3.59,7.5,0,3
3.57,6.5,306,5
3.57,6.5,306,4
3.14,7.5,307,1
3.14,7.5,307,1
3.14,7.5,307,4
3.14,7.5,307,3
3.14,7.5,307,3
3.9,7,315,2
