3.61,7.5,304,7,3,2,4
3.61,7.5,304,7,3,2,5
3.83,8,327,1,0,1.6,0
3.41,7.5,315,1,0,0.9,0
2.98,7,305,6,3,3.5,4
3.84,7.5,320,3,0,0.1,1
3.84,7.5,320,3,0,0.1,4
3.65,7,314,1,0,1,1
3.65,7,314,1,0,1,2
3.65,7,314,1,0,1,1
3.65,7,314,1,0,1,4
3.65,7,314,1,0,1,3
3.74,7.5,215,3,4,2,1
3.74,7.5,215,3,4,2,1
3.64,8,310,1,0,0.3,3
3.64,8,310,1,0,0.3,0
3.64,8,310,1,0,0.3,0
3.81,8,318,1,2,0,1
3.71,6.5,315,0,0,0.6,2
3.46,6.5,312,2,1,0,3
2.93,0,308,10,0,0,2
3.81,7.5,322,2,1,0.95,0
3.81,7.5,322,2,1,0.95,1
3.81,7.5,322,2,1,0.95,0
3.08,7.5,319,0,0,0.3,3
3.95,7,312,0,1,0,4
3.95,7,312,0,1,0,5
3.58,8.5,325,0,0,0,1
3.58,8.5,325,0,0,0,1
3.58,8.5,325,0,0,0,2
3.82,7,315,0,0,0.6,2
3.82,7,315,0,0,0.6,4
3.29,6.5,315,2,3,1.5,4
3.29,6.5,315,2,3,1.5,5
3.59,7.5,317,4,0,2,2
3.59,7.5,317,4,0,2,3
3.59,7.5,317,4,0,2,2
3.85,6.5,315,1,0,5,3
3.13,7,308,1,0,2,2
3.13,7,308,1,0,2,0
3.13,7,308,1,0,2,4
3.6,6.5,314,5,1,0,2
3.6,6.5,314,5,1,0,2
3.93,7.5,320,0,0,0.8,0
3.5,8,314,0,0,0.95,0
3.81,6.5,317,2,0,3,3
3.4,7.5,330,2,0,2,3
3.87,7.5,298,0,0,4,0
3.59,7.5,0,0,1,2,2
3.59,7.5,0,0,1,2,3
3.57,6.5,306,4,1,25,5
3.57,6.5,306,4,1,25,4
3.14,7.5,307,8,0,0.7,1
3.14,7.5,307,8,0,0.7,1
3.14,7.5,307,8,0,0.7,4
3.14,7.5,307,8,0,0.7,3
3.14,7.5,307,8,0,0.7,3
3.9,7,315,1,0,7,2
